pmcid	year	count	title	pubmedid
PMC3895045	2014	269726	Identification of Immunity-Related Genes in Ostrinia furnacalis against Entomopathogenic Fungi by RNA-Seq Analysis	24466095
PMC3893595	2014	24636	Effect of midgut proteolytic activity on susceptibility of lepidopteran larvae to Bacillus thuringiensis subsp. Kurstaki	24474937
PMC3885396	2014	48931	Effects of Parasitism and Morphology on Squirrelpox Virus Seroprevalence in Grey Squirrels (Sciurus carolinensis)	24416155
PMC3952272	2014	104291	Common Virulence Factors and Tissue Targets of Entomopathogenic Bacteria for Biological Control of Lepidopteran Pests	24634779
PMC5657927	2014	35615	Diapause Induction, Color Change, and Cold Tolerance Physiology of the Diapausing Larvae of theChouioia cunea(Hymenoptera: Eulophidae)	25527599
PMC5634042	2014	53464	Analysis of the Mating and Reproductive Traits ofPlutella xylostella(Lepidoptera: Plutellidae)	25434041
PMC5443611	2014	42918	Cloning and Expression Analysis of Four Heat Shock Protein Genes inEricerus pela(Homoptera: Coccidae)	25826465
PMC4207523	2014	40860	Trail marking by larvae of the cactus moth,Cactoblastis cactorum	25373211
PMC3897012	2014	13945	Analysis of the essential oil components from different Carum copticum L. samples from Iran	24497745
PMC3868951	2013	94201	Physiological and biochemical effect of neem and other Meliaceae plants secondary metabolites against Lepidopteran insects	24391591
PMC3843731	2013	71324	A Lepidopteran-Specific Gene Family Encoding Valine-Rich Midgut Proteins 	24312395
PMC3925296	2013	42996	Are naringenin and quercetin useful chemicals in pest-management strategies?	24563648
PMC3892359	2013	88419	Pattern of inbreeding depression, condition dependence, and additive genetic variance in Trinidadian guppy ejaculate traits	24455127
PMC3779341	2013	62387	Complex environmental drivers of immunity and resistance in malaria mosquitoes	24048159
PMC3857817	2013	33389	Food Availability and Maternal Immunization Affect Transfer and Persistence of Maternal Antibodies in Nestling Pigeons 	24348905
PMC3845638	2013	56346	Phylotranscriptomics: Saturated Third Codon Positions Radically Influence the Estimation of Trees Based on Next-Gen Data	24148944
PMC3856601	2013	46059	afterParty: turning raw transcriptomes into permanent resources	24093729
PMC3841070	2013	37294	Interaction of the Koinobiont Parasitoid Microplitis rufiventris of the Cotton Leafworm, Spodoptera littoralis, with Two Entomopathogenic Rhabditids, Heterorhabditis bacteriophora and Steinernema carpocapsae	24219656
PMC3916884	2014	86807	THE IMPACT OF SPATIAL SCALE AND HABITAT CONFIGURATION ON PATTERNS OF TRAIT VARIATION AND LOCAL ADAPTATION IN A WILD PLANT PARASITE	24372603
PMC3770682	2013	33015	Previous Exposure to an RNA Virus Does Not Protect against Subsequent Infection in Drosophila melanogaster	24040086
PMC3797502	2013	76730	Multivariate sexual selection on male song structure in wild populations of sagebrush crickets, Cyphoderris strepitans (Orthoptera: Haglidae)	24223293
PMC4217384	2014	56610	Dynamics of macronutrient self-medication and illness-induced anorexia in virally infected insects	24033221
PMC3754893	2013	107179	Comparative Sex Chromosome Genomics in Snakes: Differentiation, Evolutionary Strata, and Lack of Global Dosage Compensation	24015111
PMC3730636	2013	15961	Experimental evolution reveals trade-offs between mating and immunity	23720521
PMC3744414	2013	51274	Masculinization of Gene Expression Is Associated with Exaggeration of Male Sexual Dimorphism	23966876
PMC3844136	2013	27790	Spermatozoa production by triploid males in the New Zealand freshwater snail Potamopyrgus antipodarum	24307744
PMC3742157	2013	18184	Drosophila melanogaster larvae control amylase secretion according to the hardness of food	23964241
PMC3751199	2013	105177	The Fukushima nuclear accident and the pale grass blue butterfly: evaluating biological effects of long-term low-dose exposures	23937355
PMC3835052	2013	30363	Identification and Partial Characterization of Midgut Proteases in the Lesser Mulberry Pyralid, Glyphodes pyloalis	24228902
PMC3762201	2013	58123	Transcriptome Sequencing Reveals the Character of Incomplete Dosage Compensation across Multiple Tissues in Flycatchers	23925789
PMC3735507	2013	41343	Hemocyte Density Increases with Developmental Stage in an Immune-Challenged Forest Caterpillar	23940679
PMC3733637	2013	31409	Gender-Mediated Differences in Vertical Transmission of a Nucleopolyhedrovirus	23940671
PMC3774676	2013	102052	Valorization of Cereal Based Biorefinery Byproducts:Reality and Expectations	23931701
PMC4386667	2013	44973	Immune Signaling and Antimicrobial Peptide Expression in Lepidoptera	25861461
PMC4133915	2013	26568	A novel pattern recognition protein of the Chinese oak silkmoth, Antheraea pernyi, is involved in the pro-PO activating system	23884102
PMC3841998	2013	43235	Pharmacological and therapeutic effects of Peganum harmala and its main alkaloids	24347928
PMC7158174	2012	814564	Antimikrobielle und antiinfekti&#xF6;se Ma&#xDF;nahmen	
PMC3686786	2013	125727	Evaluating the Effectiveness of an Ultrasonic Acoustic Deterrent for Reducing Bat Fatalities at Wind Turbines	23840369
PMC3679164	2013	79002	The Phosphoarginine Energy-Buffering System of Trypanosoma brucei Involves Multiple Arginine Kinase Isoforms with Different Subcellular Locations	23776565
PMC3709778	2013	41064	Combining Hexanoic Acid Plant Priming with Bacillus thuringiensis Insecticidal Activity against Colorado Potato Beetle	23743826
PMC3728957	2013	94499	Condition-dependent expression of pre- and postcopulatory sexual traits in guppies	23919162
PMC3667772	2013	81022	The Red Flour Beetle as a Model for Bacterial Oral Infections	23737991
PMC3728927	2013	47165	An age_size reaction norm yields insight into environmental interactions affecting life-history traits: a factorial study of larval development in the malaria mosquito Anopheles gambiae sensu stricto	23919132
PMC3654435	2013	108557	Feeding-induced rearrangement of green leaf volatiles reduces moth oviposition	23682312
PMC4133891	2013	28030	Purification and characterization of a 1,3-beta-D-glucan recognition protein from Antheraea pernyi larve that is regulated after a specific immune challenge	23710637
PMC3641027	2013	61127	Transcriptome of the Lymantria dispar (Gypsy Moth) Larval Midgut in Response to Infection by Bacillus thuringiensis	23658687
PMC3654919	2013	434488	Unscrambling butterfly oogenesis	23622113
PMC4745510	2013	53313	Microwave Heating as an Alternative Quarantine Method for Disinfestation of Stored Food Grains	26904615
PMC3625176	2013	73561	Female Fertilization: Effects of Sex-Specific Density and Sex Ratio Determined Experimentally for Colorado Potato Beetles and Drosophila Fruit Flies	23593206
PMC3618427	2013	80572	Optimization an Optimal Artificial Diet for the Predatory Bug Orius sauteri (Hemiptera: Anthocoridae)	23577198
PMC3601058	2013	59730	Four Heat Shock Protein Genes of the Endoparasitoid Wasp, Cotesia vestalis, and Their Transcriptional Profiles in Relation to Developmental Stages and Temperature	23527260
PMC3605841	2013	31004	Differential sperm expenditure reveals a possible role for post-copulatory sexual selection in a lekking moth	23531777
PMC3544796	2013	127727	Transcriptomic Immune Response of Tenebrio molitor Pupae to Parasitization by Scleroderma guani	23342153
PMC3542111	2013	70062	Altered Immunity in Crowded Locust Reduced Fungal (Metarhizium anisopliae) Pathogenesis	23326229
PMC3513296	2012	38068	Post-Meiotic Intra-Testicular Sperm Senescence in a Wild Vertebrate	23226542
PMC3646604	2012	36361	Susceptibility of Stored-Product Psocids to Aerosol Insecticides	23463916
PMC3555739	2012	33596	Quantity Estimation Based on Numerical Cues in the Mealworm Beetle (Tenebrio molitor)	23372554
PMC3509711	2012	76856	Lengthening of Insect Development on Bt Zone Results in Adult Emergence Asynchrony: Does It Influence the Effectiveness of the High Dose/Refuge Zone Strategy?	23202319
PMC3498290	2012	48407	Mimicking Insect Communication: Release and Detection of Pheromone, Biosynthesized by an Alcohol Acetyl Transferase Immobilized in a Microreactor	23155372
PMC3546378	2012	70813	REVIEW: Reducing the ecological consequences of night-time light pollution: options and developments	23335816
PMC3505185	2012	117414	Combining proteomics and transcriptome sequencing to identify active plant-cell-wall-degrading enzymes in a leaf beetle	23116131
PMC4553565	2012	24007	cDNA Cloning and Expression Analysis of Pattern Recognition Proteins from the Chinese Oak Silkmoth, Antheraea pernyi	26466728
PMC3538990	2012	44342	Population density does not influence male gonadal investment in the Least Killifish, Heterandria formosa	23301162
PMC4553559	2012	27954	Transmission of a Gammabaculovirus within Cohorts of Balsam Fir Sawfly (Neodiprion abietis) Larvae	26466722
PMC3496990	2012	84214	Effectiveness of the High Dose/Refuge Strategy for Managing Pest Resistance to Bacillus thuringiensis (Bt) Plants Expressing One or Two Toxins	23162699
PMC3633244	2012	24147	Effects of Rearing Conditions, Geographical Origin, and Selection on Larval Diapause in the Indianmeal Moth, Plodia interpunctella	23451807
PMC3514961	2012	41893	Incomplete Sex Chromosome Dosage Compensation in the Indian Meal Moth, Plodia interpunctella, Based on De Novo Transcriptome Assembly	23034217
PMC3432080	2012	116349	Characterization of cDNAs Encoding Serine Proteases and Their Transcriptional Responses to Cry1Ab Protoxin in the Gut of Ostrinia nubilalis Larvae	22952884
PMC3596936	2012	26399	Residual Activity of Methoprene and Novaluron as Surface Treatments to Manage the Flour Beetles, Tribolium castaneum and Tribolium confusum	23421852
PMC3596932	2012	34888	Silencing of Molt-Regulating Transcription Factor Gene, CiHR3, Affects Growth and Development of Sugarcane Stem Borer, Chilo infuscatellus	23427912
PMC3406034	2012	47244	Thioredoxin from the Indianmeal Moth Plodia interpunctella: Cloning and Test of the Allergenic Potential in Mice	22844539
PMC3593704	2012	27267	Comparative Evaluation of Phenoloxidase Activity in Different Larval Stages of Four Lepidopteran Pests After Exposure to Bacillus thuringiensis	23414117
PMC3441327	2012	110380	Anti-plasmodial and insecticidal activities of the essential oils of aromatic plants growing in the Mediterranean area	22747579
PMC3434946	2012	48090	Sex-specific effects of developmental environment on reproductive trait expression in Drosophila melanogaster	22957145
PMC3505511	2012	39918	Antifeedant activity of luteolin and genistein against the pea aphid, Acyrthosiphon pisum	23204991
PMC3407864	2012	75326	Evolution and the microbial control of insects	22949921
PMC3386637	2012	59113	Effects of Two Varieties of Bacillus thuringiensis Maize on the Biology of Plodia interpunctella	22778907
PMC3353955	2012	73481	Comparative Proteomic Analysis of Aedes aegypti Larval Midgut after Intoxication with Cry11Aa Toxin from Bacillus thuringiensis	22615881
PMC3385736	2012	52796	Complex effects of temperature on mosquito immune function	22593107
PMC3476687	2012	44913	Developmental and Digestive Flexibilities in the Midgut of a Polyphagous Pest, the Cotton Bollworm, Helicoverpa armigera	22954360
PMC3281028	2012	57911	Structural Organization of DNA in Chlorella Viruses	22359540
PMC3467092	2012	43823	Nutrigenetic Screening Strains of the Mulberry Silkworm, Bombyx mori, for Nutritional Efficiency	22934597
PMC4553618	2012	89362	Polydnaviruses of Parasitic Wasps: Domestication of Viruses To Act as Gene Delivery Vectors	26467950
PMC3265452	2012	108372	A "Genome-to-Lead" Approach for Insecticide Discovery: Pharmacological Characterization and Screening of Aedes aegypti D1-like Dopamine Receptors	22292096
PMC3297191	2012	169258	Pheromone production, male abundance, body size, and the evolution of elaborate antennae in moths	22408739
PMC3204978	2011	49894	Male Moth Songs Tempt Females to Accept Mating: The Role of Acoustic and Pheromonal Communication in the Reproductive Behaviour of Aphomia sociella	22065997
PMC3230841	2011	30077	Baculovirus Induced Transcripts in Hemocytes from the Larvae of Heliothis virescens	22163334
PMC3432197	2011	57854	Performance of pre-commercial release formulations of spinosad against five stored-product insect species on four stored commodities	22962550
PMC3356091	2011	32907	Regulatory Role of PBAN in Sex Pheromone Biosynthesis of Heliothine Moths	22654810
PMC3185036	2011	76754	Effects of Hormone Agonists on Sf9 Cells, Proliferation and Cell Cycle Arrest	21991338
PMC3227175	2011	9449	Experimental Manipulation of Body Size to Estimate Morphological Scaling Relationships in Drosophila	21989026
PMC3163578	2011	37734	Parasite Transmission in Social Interacting Hosts: Monogenean Epidemics in Guppies	21897838
PMC3136940	2011	44445	Male Mating Rate Is Constrained by Seminal Fluid Availability in Bedbugs, Cimex lectularius	21779378
PMC3127814	2011	85976	Heterogeneous Host Susceptibility Enhances Prevalence of Mixed-Genotype Micro-Parasite Infections	21738463
PMC3294628	2011	32257	Not all shellfish "allergy" is allergy!	22410209
PMC3082572	2011	119731	Linkage Mapping and Comparative Genomics Using Next-Generation RAD Sequencing of a Non-Model Organism	21541297
PMC3281446	2011	24275	Effects of Invertebrate Iridescent Virus 6 in Phyllophaga vandinei and Its Potential as a Biocontrol Delivery System	21539415
PMC3062980	2011	45031	Pathogens, Social Networks, and the Paradox of Transmission Scaling	21436998
PMC3019211	2011	61870	A Comparative Analysis of the Morphology and Evolution of Permanent Sperm Depletion in Spiders	21264312
PMC3210003	2011	59895	Chamomile (Matricaria chamomilla L.): An overview	22096322
PMC2998533	2010	73286	Successfully resisting a pathogen is rarely costly in Daphnia magna	21083915
PMC2993718	2010	42235	Maternal effects, flight versus fecundity trade-offs, and offspring immune defence in the Speckled Wood butterfly, Pararge aegeria	21067561
PMC3029336	2010	29947	The Presence of Flour Affects the Efficacy of Aerosolized Insecticides used to Treat the Red Flour Beetle, Tribolium castaneum	21268701
PMC6259356	2010	34889	Cytotoxic and Insecticidal Activities of Derivatives of Harmine, a Natural Insecticidal Component Isolated from Peganum harmala	21060288
PMC3481629	2010	11253	In Silico Identification of Potential American Cockroach (Periplaneta americana) Allergens	23113029
PMC2941469	2010	69255	Constitutive Activation of the Midgut Response to Bacillus thuringiensis in Bt-Resistant Spodoptera exigua	20862260
PMC2996980	2010	109902	Expression of immune-response genes in lepidopteran host is suppressed by venom from an endoparasitoid, Pteromalus puparum	20813030
PMC2939506	2010	59385	Two storage hexamerins from the beet armyworm Spodoptera exigua: Cloning, characterization and the effect of gene silencing on survival	20807423
PMC3383428	2010	35642	Effects of Intra- and Interpatch Host Density on Egg Parasitism by Three Species of Trichogramma	20673123
PMC3383407	2010	27830	Cold Hardiness and Supercooling Capacity in the Overwintering Larvae of the Codling Moth, Cydia pomonella	20673068
PMC3383410	2010	28108	Effect of Host Change on Demographic Fitness of the Parasitoid, Trichogramma brassicae	20673197
PMC2878321	2010	69296	Industrial Melanism in the Peppered Moth Is Not Associated with Genetic Variation in Canonical Melanisation Gene Candidates	20526362
PMC2879481	2010	35185	Attractiveness of a Four-component Pheromone Blend to Male Navel Orangeworm Moths	20473710
PMC2862711	2010	70536	Flavin-Dependent Monooxygenases as a Detoxification Mechanism in Insects: New Insights from the Arctiids (Lepidoptera)	20454663
PMC2866370	2010	61315	Biosynthesis of Unusual Moth Pheromone Components Involves Two Different Pathways in the Navel Orangeworm, Amyelois transitella	20393784
PMC2848615	2010	48487	Binding Site Alteration Is Responsible for Field-Isolated Resistance to Bacillus thuringiensis Cry2A Insecticidal Proteins in Two Helicoverpa Species	20376312
PMC3352466	2010	95451	The skill and style to model the evolution of resistance to pesticides and drugs	25567932
PMC3014752	2010	26948	Insecticidal Activity of the Essential Oils from Different Plants Against Three Stored-Product Insects	20578885
PMC3014659	2010	24576	Dietary Effects of Four Phytoecdysteroids on Growth and Development of the Indian Meal Moth, Plodia interpunctella	20575744
PMC2808328	2009	67485	Large-scale identification of odorant-binding proteins and chemosensory proteins from expressed sequence tags in insects	20034407
PMC2780328	2009	82715	A Genome-Wide Survey for Host Response of Silkworm, Bombyx mori during Pathogen Bacillus bombyseptieus Infection	19956592
PMC3011948	2009	25965	Demography and Life History of the Egg Parasitoid, Trichogramma brassicae, on Two Moths Anagasta kuehniella and Plodia interpunctella in the Laboratory	20050771
PMC3011924	2009	80251	Egg Formation in Lepidoptera	20050770
PMC2717985	2009	79655	Expressed sequence tags from larval gut of the European corn borer (Ostrinia nubilalis): Exploring candidate genes potentially involved in Bacillus thuringiensis toxicity and resistance	19558725
PMC3011849	2009	41561	Field and Laboratory Responses of Male Leaf Roller Moths, Choristoneura rosaceana and Pandemis pyrusana, to Pheromone Concentrations in an Attracticide Paste Formulation	19619030
PMC3011843	2009	28988	Analysis and Functional Annotation of Expressed Sequence Tags from the Asian Longhorned Beetle, Anoplophora glabripennis	19619025
PMC2685797	2009	84925	Bacterial feeding induces changes in immune-related gene expression and has trans-generational impacts in the cabbage looper (Trichoplusia ni)	19422678
PMC2677597	2009	62195	The evolution of covert, silent infection as a parasite strategy	19324776
PMC3062493	2008	18480	Molecular Cloning and Analysis of the Tryptophan oxygenase Gene in the Silkworm, Bombyx mori	20331401
PMC2518862	2008	41608	Establishment of a New Cell Line from Lepidopteran Epidermis and Hormonal Regulation on the Genes	18769621
PMC2447158	2008	74480	The Male Sex Pheromone of the Butterfly Bicyclus anynana: Towards an Evolutionary Analysis	18648495
PMC3278306	2008	40904	Female Chimpanzees Use Copulation Calls Flexibly to Prevent Social Competition	22423311
PMC2440742	2008	42041	Yolk protein is expressed in the insect testis and interacts with sperm	18549506
PMC2396631	2008	42212	Evolution of testicular architecture in the Drosophilidae: A role for sperm length	18477397
PMC3061596	2008	33579	Effects of Heat Shock on Survival and Reproduction of Two Whitefly Species, Trialeurodes vaporariorum and Bemisia tabaci Biotype B	
PMC2248710	2008	40948	Retention of Memory through Metamorphosis: Can a Moth Remember What It Learned As a Caterpillar?	18320055
PMC2235825	2007	66197	Immune system responses and fitness costs associated with consumption of bacteria in larvae of Trichoplusia ni	18154650
PMC2999453	2007	29341	Listening in Pheromone Plumes: Disruption of Olfactory-Guided Mate Attraction in a Moth by a Bat-Like Ultrasound	20331396
PMC2238913	2008	40297	ButterflyBase: a platform for lepidopteran genomics	17933781
PMC2999462	2007	17594	Effects of Ultraviolet (254nm) Irradiation on Egg Hatching and Adult Emergence of the Flour Beetles, Tribolium castaneum, T. confusum and the Almond Moth, Cadra cautella	20233102
PMC2999431	2007	1433	7th International Workshop on the Molecular Biology and Genetics of the Lepidoptera	20302527
PMC1853083	2007	60805	Multiple losses of sex within a single genus of Microsporidia	17394631
PMC2999420	2007	117	XIV International Entomophagous Insects Workshop: June 11_15, 2006, Newark, Delaware	
PMC2999422	2007	2287	16th International Ecdysone Workshop: July 10_14, 2006, Ghent University, Belgium	
PMC7112300	2006	151365	The Baculoviruses Occlusion-Derived Virus: Virion Structure and Function	17222693
PMC1762414	2006	25566	Comparative Toxicity of Fumigants and a Phosphine Synergist Using a Novel Containment Chamber for the Safe Generation of Concentrated Phosphine Gas	17205134
PMC2990333	2006	406214	Abstracts of the Fifth International Symposium on Molecular Insect Science	
PMC7164072	2006	72453	Characterization of a membrane-bound aminopeptidase purified from Acyrthosiphon&#x2003;pisum midgut cells	17212776
PMC1480524	2006	31585	Periplaneta americana Arginine Kinase as a Major Cockroach Allergen among Thai Patients with Major Cockroach Allergies	16759988
PMC1266053	2005	25374	Nymphal RNAi: systemic RNAi mediated gene knockdown in juvenile grasshopper	16202143
PMC1184072	2005	35336	Bacillus thuringiensis Cry1Ca-resistant Spodoptera exigua lacks expression of one of four Aminopeptidase N genes	15978131
PMC528875	2005	28691	RNAi-induced silencing of embryonic tryptophan oxygenase in the Pyralid moth, Plodia interpunctella	15861231
PMC1081560	2004	26914	Seasonal abundance of the navel orangeworm, Amyelois transitella, in figs and the effect of peripheral aerosol dispensers on sexual communication	15861255
PMC528869	2004	16077	New cell lines from Ephestia kuehniella: characterization and susceptibility to baculoviruses	15861225
PMC524675	2003	109693	Sixth International Workshop on the Molecular Biology and Genetics of the Lepidoptera	
PMC524665	2003	23722	Storage hexamer utilization in Manduca sexta	15841242
PMC524650	2003	37233	Octopaminergic agonists for the cockroach neuronal octopamine receptor	15841226
PMC524645	2003	36183	Magnetic resonance imaging in entomology: a critical review	15841222
PMC524644	2003	30141	Inhibitors of calling behavior of Plodia interpunctella	15841221
PMC405832	2002	524418	Fourth International Symposium on Molecular Insect Science	15455051
PMC117071	2002	54275	Modelling developmental instability as the joint action of noise and stability: a Bayesian approach	12086592
PMC355909	2002	28511	Methods for Maintaining Insect Cell Cultures	15455043
PMC355901	2002	29994	Effects of juvenile hormone and ecdysone on the timing of vitellogenin appearance in hemolymph of queen and worker pupae of Apis mellifera	15455035
PMC1475097	1976	1695	Utilization of pheromones in the population management of moth pests.	789060
PMC1474938	1974	12287	Aluminum in the Environment and Human Health	4470920
